city,state,avg_price
Ross Township,Pennsylvania,"$1,275,000.00"
Barnesville,Maryland,"$1,275,000.00"
Bath,Ohio,"$1,270,955.56"
Empire,Michigan,"$1,268,744.44"
Lyndon Township,Michigan,"$1,267,500.00"
Long Island City,New York,"$1,267,382.68"
Bozeman,Montana,"$1,266,169.56"
Cheriton,Virginia,"$1,265,666.67"
Maple City,Michigan,"$1,263,475.00"
Possum Kingdom Lake,Texas,"$1,263,377.27"
Birmingham,Michigan,"$1,263,038.71"
Matlacha Isles,Florida,"$1,262,483.33"
Livingston,Alabama,"$1,262,349.75"
Manhasset Hills,New York,"$1,259,666.67"
Flanders,New York,"$1,259,400.00"
Chatham Township,New Jersey,"$1,258,015.04"
Glencoe,Illinois,"$1,257,132.14"
East Williston,New York,"$1,256,475.00"
Huntington Bay,New York,"$1,255,500.00"
McLendon Chisholm,Texas,"$1,254,986.00"
Gallatin,New York,"$1,254,650.00"
Thornwood,New York,"$1,254,227.27"
Fort Lauderdale,Florida,"$1,253,533.06"
Eagleville,Tennessee,"$1,252,875.00"
North Caldwell,New Jersey,"$1,251,856.19"
Bridgewater,Connecticut,"$1,251,727.27"
Seabrook Island,South Carolina,"$1,251,537.50"
Vickery,Ohio,"$1,250,000.00"
No City,Oklahoma,"$1,250,000.00"
Oueens,New York,"$1,250,000.00"
Danbury,Ohio,"$1,250,000.00"
Furman,South Carolina,"$1,250,000.00"
Watersound,Florida,"$1,249,166.23"
Star Lake,Wisconsin,"$1,249,000.00"
Dorchester,Massachusetts,"$1,249,000.00"
Amenia,New York,"$1,248,326.33"
Indian Springs Village,Alabama,"$1,247,450.00"
Haworth,New Jersey,"$1,246,400.00"
Barrington Hills,Illinois,"$1,246,390.00"
Sewalls Point,Florida,"$1,246,000.00"
Halesite,New York,"$1,245,499.50"
Lake Park,Minnesota,"$1,244,100.00"
Fort Salonga,New York,"$1,243,937.38"
Oak Hill,Virginia,"$1,243,826.67"
Berwyn,Pennsylvania,"$1,241,447.08"
Colleyville,Texas,"$1,239,376.48"
Marion,Massachusetts,"$1,237,518.18"
West Harrison,New York,"$1,236,785.57"
Waterford,Virginia,"$1,236,250.00"
Norwell,Massachusetts,"$1,235,250.00"
Myakka City,Florida,"$1,233,823.32"
Nyack,New York,"$1,231,415.00"
Washington Crossing,Pennsylvania,"$1,231,414.55"
Potomac,Maryland,"$1,231,226.23"
Northport,New York,"$1,227,515.88"
Harwood,Maryland,"$1,226,779.80"
Fombell,Pennsylvania,"$1,226,666.67"
North Oaks,Minnesota,"$1,225,316.69"
Rye,New Hampshire,"$1,225,300.00"
Juno Beach,Florida,"$1,225,147.57"
Terrell,North Carolina,"$1,224,340.00"
Carlisle,Massachusetts,"$1,224,333.33"
Keswick,Virginia,"$1,223,903.32"
Rockvale,Tennessee,"$1,223,299.83"
Long Pine,Nebraska,"$1,222,500.00"
Thompsons Station,Tennessee,"$1,221,630.93"
Midway,Kentucky,"$1,221,380.00"
Taghkanic,New York,"$1,220,000.00"
Trout Creek,Montana,"$1,219,856.43"
The Plains,Virginia,"$1,217,657.14"
Tenafly,New Jersey,"$1,216,817.95"
Biscayne Park,Florida,"$1,215,983.88"
Leeton,Missouri,"$1,215,800.00"
Cordova,Maryland,"$1,215,580.00"
Milton,Massachusetts,"$1,215,091.67"
West Yellowstone,Montana,"$1,212,850.00"
Penuelas,Puerto Rico,"$1,210,875.00"
Cape San Blas,Florida,"$1,209,366.67"
Cumberland,Maine,"$1,206,985.71"
Fenwick Island,Delaware,"$1,206,156.13"
Freeland,Maryland,"$1,205,633.33"
McLean,Virginia,"$1,204,584.75"
Crown Heights,New York,"$1,204,500.00"
Audubon,Minnesota,"$1,203,500.00"
Saint Catharine,Missouri,"$1,200,000.00"
Skytop,Pennsylvania,"$1,200,000.00"
Mayersville,Mississippi,"$1,200,000.00"
North Abington Township,Pennsylvania,"$1,200,000.00"
Calhoun,Missouri,"$1,200,000.00"
Hampton Falls,New Hampshire,"$1,200,000.00"
Mountain Park,Oklahoma,"$1,200,000.00"
Toddville,Maryland,"$1,199,000.00"
Shrewsbury,New Jersey,"$1,199,000.00"
Fishtail,Montana,"$1,198,475.00"
Lake Forest,Illinois,"$1,198,104.18"
Hobe Sound,Florida,"$1,198,051.14"
Mulhall,Oklahoma,"$1,197,250.00"
Waterloo,Ohio,"$1,195,000.00"
Shinnecock Hills,New York,"$1,195,000.00"
Spring Park,Minnesota,"$1,195,000.00"
Dix Hills,New York,"$1,194,617.40"
Kila,Montana,"$1,194,600.00"
Parkland,Florida,"$1,194,141.70"
Chappaqua,New York,"$1,193,266.67"
Indian Shores,Florida,"$1,192,928.57"
Sloatsburg,New York,"$1,191,225.00"
Westwood,Massachusetts,"$1,190,176.19"
Hampton Bays,New York,"$1,190,140.79"
Lavallette,New Jersey,"$1,189,131.31"
Saint Augustine Beach,Florida,"$1,188,763.41"
Sharon,Massachusetts,"$1,188,231.25"
Linville,North Carolina,"$1,187,671.43"
Lake Toxaway,North Carolina,"$1,186,720.66"
Franklin Vlg,Michigan,"$1,186,315.31"
Amite City,Louisiana,"$1,186,000.00"
Onota Township,Michigan,"$1,184,950.00"
Lakewood Rch,Florida,"$1,184,500.00"
Somerset,Virginia,"$1,184,097.00"
Chevy Chase,Maryland,"$1,183,224.10"
Newry,Maine,"$1,181,833.33"
Balsam Grove,North Carolina,"$1,181,666.67"
Mendham Township,New Jersey,"$1,180,116.00"
Scottsville,Virginia,"$1,180,104.13"
Millwood,New York,"$1,180,000.00"
Roxton,Texas,"$1,179,225.00"
Manhattan,Montana,"$1,177,722.22"
Brandy Station,Virginia,"$1,177,450.00"
Olivette,Missouri,"$1,177,408.33"
Weston,Connecticut,"$1,176,255.31"
Dartmouth,Massachusetts,"$1,174,812.00"
Wassaic,New York,"$1,173,780.00"
Rincon,Puerto Rico,"$1,173,131.58"
Blauvelt,New York,"$1,172,800.00"
Au Sable,Michigan,"$1,172,500.00"
Popponesset,Massachusetts,"$1,172,250.00"
Mountain Brook,Alabama,"$1,172,017.63"
Dennis,Massachusetts,"$1,171,325.00"
Paron,Arkansas,"$1,171,250.00"
Barhamsville,Virginia,"$1,170,833.33"
Nemo,South Dakota,"$1,170,000.00"
Wayland,Massachusetts,"$1,169,983.33"
Wilmore,Kentucky,"$1,169,850.00"
Treasure Island,Florida,"$1,168,955.46"
Lyndeborough,New Hampshire,"$1,167,500.00"
Margate City,New Jersey,"$1,165,780.00"
Oakton,Virginia,"$1,165,746.47"
Allendale,New Jersey,"$1,164,886.44"
Atlantic Highlands,New Jersey,"$1,163,572.41"
Pollock,Missouri,"$1,162,750.00"
Weatherly,Pennsylvania,"$1,161,936.36"
Free Union,Virginia,"$1,161,000.00"
Monmouth Beach,New Jersey,"$1,160,381.44"
Sanbornton,New Hampshire,"$1,159,316.67"
Bald Head Island,North Carolina,"$1,158,157.55"
Port Washington,New York,"$1,156,301.38"
Lauderdale By The Sea,Florida,"$1,156,172.99"
Stuyvesant Hts,New York,"$1,154,500.00"
Garrison,New York,"$1,152,500.00"
North Truro,Massachusetts,"$1,152,100.00"
Vienna,Virginia,"$1,151,743.45"
Warren Twp,New Jersey,"$1,151,684.76"
Salem Township,Ohio,"$1,151,000.00"
Seeley Lake River Watch Trl,Montana,"$1,150,000.00"
Dublin,New Hampshire,"$1,150,000.00"
Scarborough,New York,"$1,150,000.00"
Mission Woods,Kansas,"$1,150,000.00"
North Palm Beach,Florida,"$1,148,721.99"
Tuckasegee,North Carolina,"$1,148,234.42"
Washington,Virginia,"$1,148,000.00"
Standish,Maine,"$1,147,830.77"
Fairfax Station,Virginia,"$1,146,266.64"
Ipswich,Massachusetts,"$1,145,733.28"
Navarre Beach,Florida,"$1,145,540.00"
New Buffalo,Michigan,"$1,144,438.30"
Lookout Mountain,Tennessee,"$1,141,250.00"
Woodmere,New York,"$1,140,795.34"
Clymer,New York,"$1,140,000.00"
Laurel,New York,"$1,139,750.00"
Bedford,Massachusetts,"$1,139,058.33"
Golf,Illinois,"$1,138,580.00"
Wells,Vermont,"$1,138,562.50"
Sleepy Hollow,New York,"$1,137,887.11"
Bethesda,Maryland,"$1,137,508.58"
Stratton,Vermont,"$1,137,000.00"
Stone Ridge,New York,"$1,136,690.00"
Charlestown,Massachusetts,"$1,135,750.00"
Stowe,Vermont,"$1,133,519.23"
Jamaica Estates,New York,"$1,132,633.33"
Andover,Massachusetts,"$1,129,441.67"
Ridgewood,New York,"$1,127,797.47"
Harvard,Massachusetts,"$1,127,475.00"
York,Maine,"$1,126,700.00"
Hillsboro,Virginia,"$1,126,665.00"
Upperco,Maryland,"$1,126,333.33"
Colts Neck,New Jersey,"$1,126,284.74"
Bristol,Wisconsin,"$1,126,200.00"
Oakland Township,Michigan,"$1,125,852.15"
Bernardston,Massachusetts,"$1,125,000.00"
Windermere,Florida,"$1,124,785.31"
Hanover,Illinois,"$1,124,588.89"
East Montpelier,Vermont,"$1,124,500.00"
Boulder Junction,Wisconsin,"$1,124,000.00"
Lake Kiowa,Texas,"$1,122,500.00"
Tuxedo Park,New York,"$1,122,347.06"
Nolensville,Tennessee,"$1,121,484.69"
Fripp Island,South Carolina,"$1,121,058.33"
Rock Island,Tennessee,"$1,120,364.29"
Salter Path,North Carolina,"$1,119,580.00"
Riviera Beach,Florida,"$1,117,848.71"
Swampscott,Massachusetts,"$1,117,799.95"
Albertson,New York,"$1,117,626.86"
Point Lookout,New York,"$1,117,250.00"
Narragansett,Rhode Island,"$1,116,707.67"
Bucyrus,Kansas,"$1,116,666.67"
Silver Gate,Montana,"$1,115,000.00"
Anchorage,Kentucky,"$1,113,500.00"
Glenelg,Maryland,"$1,112,933.33"
Boyds,Maryland,"$1,112,523.33"
Tybee Island,Georgia,"$1,112,047.06"
Darby,Montana,"$1,111,018.18"
Afton,Minnesota,"$1,110,820.94"
Woodson,Texas,"$1,110,000.00"
Woodstock,Vermont,"$1,109,805.56"
Ridgewood,New Jersey,"$1,109,632.14"
Sandwich,Massachusetts,"$1,109,391.04"
Garden City,New York,"$1,108,726.77"
Newtown Square,Pennsylvania,"$1,108,586.91"
Palm Beach Gardens,Florida,"$1,107,342.08"
Three Forks,Montana,"$1,107,210.61"
Craryville,New York,"$1,105,800.00"
Okatie,South Carolina,"$1,102,281.08"
El Portal,Florida,"$1,102,111.11"
Scurry,Texas,"$1,102,086.40"
Irvington,New York,"$1,101,608.70"
Mount Tremper,New York,"$1,100,000.00"
Smithfield,Maine,"$1,100,000.00"
Hay Springs,Nebraska,"$1,100,000.00"
Landgrove,Vermont,"$1,100,000.00"
Locust,New Jersey,"$1,100,000.00"
Johnsonville,Illinois,"$1,100,000.00"
New Park,Pennsylvania,"$1,100,000.00"
Enid,Mississippi,"$1,100,000.00"
New Braintree,Massachusetts,"$1,100,000.00"
Bradley,Wisconsin,"$1,100,000.00"
Scarsdale,New York,"$1,099,878.92"
Meadowbrook,Pennsylvania,"$1,099,666.67"
Melbourne Beach,Florida,"$1,097,945.35"
Halcott Center,New York,"$1,097,500.00"
Edina,Minnesota,"$1,097,409.93"
Madison,New Jersey,"$1,096,112.17"
Boxford,Massachusetts,"$1,095,685.71"
Orangeburg,New York,"$1,095,499.67"
Gay,Georgia,"$1,094,625.00"
Northfield,Illinois,"$1,094,459.09"
Pound Ridge,New York,"$1,094,263.64"
Monkton,Maryland,"$1,093,664.17"
Hopewell Township,New Jersey,"$1,092,374.88"
Paris,Virginia,"$1,091,333.33"
Ortley Beach,New Jersey,"$1,088,379.76"
Erwinna,Pennsylvania,"$1,088,333.33"
Great Neck,New York,"$1,088,065.71"
Verndale,Minnesota,"$1,087,500.00"
Southport,Maine,"$1,087,000.00"
Florence,Texas,"$1,086,555.17"
Saugatuck,Michigan,"$1,082,740.00"
Newbury,Massachusetts,"$1,081,680.00"
Vinalhaven,Maine,"$1,081,357.14"
Webster,Michigan,"$1,081,250.00"
Interlaken,New Jersey,"$1,080,000.00"
Ladue,Missouri,"$1,078,910.53"
Scroggins,Texas,"$1,078,477.71"
Mount Pleasant,South Carolina,"$1,077,942.04"
Avalon Manor,New Jersey,"$1,077,687.50"
Astoria,New York,"$1,075,295.37"
Natick,Massachusetts,"$1,075,244.07"
East Atlantic Beach,New York,"$1,075,200.00"
La Motte,Iowa,"$1,075,000.00"
Montville,New Jersey,"$1,074,994.50"
Newport,Rhode Island,"$1,074,571.18"
Wilton,Connecticut,"$1,074,417.01"
Greenport,New York,"$1,074,315.74"
Weehawken,New Jersey,"$1,073,783.33"
Hinsdale,Illinois,"$1,073,612.74"
Hutchinson Island,Florida,"$1,073,519.96"
Hanover,New Hampshire,"$1,073,461.54"
Owls Head,Maine,"$1,073,333.33"
Heron,Montana,"$1,072,475.00"
West Friendship,Maryland,"$1,070,573.00"
Harbor Springs,Michigan,"$1,070,342.32"
Okeene,Oklahoma,"$1,069,333.33"
Gilford,New Hampshire,"$1,068,948.28"
North Woodmere,New York,"$1,068,461.54"
Long Branch,New Jersey,"$1,067,114.40"
West Windsor,New Jersey,"$1,066,766.67"
Port Royal,Virginia,"$1,066,500.00"
Worcester,Pennsylvania,"$1,066,000.00"
Delano,Tennessee,"$1,065,866.67"
Cape May Beach,New Jersey,"$1,065,333.33"
Oakland,Mississippi,"$1,064,750.00"
Stockbridge,Massachusetts,"$1,063,755.56"
Ho Ho Kus,New Jersey,"$1,063,444.44"
Stanford,Montana,"$1,062,000.00"
Banner Elk,North Carolina,"$1,061,740.91"
Hillman,Minnesota,"$1,061,633.33"
Ramsay,Montana,"$1,060,985.71"
Lakeside,Montana,"$1,060,942.11"
Fairfield,Connecticut,"$1,060,653.12"
Gates Mills,Ohio,"$1,060,081.82"
Tunbridge,Vermont,"$1,060,000.00"
Village of Grosse Pointe Shores,Michigan,"$1,058,300.00"
Santa Fe,Tennessee,"$1,058,000.00"
Raymond,Maine,"$1,057,966.67"
Westfield,New Jersey,"$1,056,607.42"
Provincetown,Massachusetts,"$1,056,266.67"
Free Soil,Michigan,"$1,055,579.60"
Palmetto Bay,Florida,"$1,053,301.25"
Marshfield,Massachusetts,"$1,052,900.00"
South Chatham,Massachusetts,"$1,052,333.33"
Lake Tomahawk,Wisconsin,"$1,052,150.00"
Brooklyn,New York,"$1,052,046.40"
Glen Head,New York,"$1,051,900.00"
Bovina Center,New York,"$1,051,857.14"
Gowanus,New York,"$1,050,000.00"
Atlantique,New York,"$1,050,000.00"
Mount Ulla,North Carolina,"$1,049,500.00"
Kensington,Maryland,"$1,048,780.08"
Island Park,Idaho,"$1,047,884.16"
Roberts,Montana,"$1,047,698.00"
McDaniel,Maryland,"$1,047,450.00"
Southern Shores,North Carolina,"$1,047,191.30"
Old Tappan,New Jersey,"$1,045,561.82"
Cornwall,Connecticut,"$1,045,428.57"
Paramus,New Jersey,"$1,044,867.22"
Hume,Virginia,"$1,044,750.00"
Singer Island,Florida,"$1,044,666.67"
Princeton,New Jersey,"$1,044,385.48"
Greenwood,Minnesota,"$1,044,000.00"
Goodland,Florida,"$1,043,940.00"
Upton,Massachusetts,"$1,043,225.91"
Wellfleet,Massachusetts,"$1,042,937.50"
Barnstable,Massachusetts,"$1,042,838.89"
Fort Myers Beach,Florida,"$1,041,614.53"
Clayton,Missouri,"$1,041,408.42"
Cedarhurst,New York,"$1,040,713.11"
Newburyport,Massachusetts,"$1,040,036.67"
Roosevelt Island,New York,"$1,040,000.00"
Wales,Wisconsin,"$1,039,966.67"
Collinsville,Alabama,"$1,039,780.00"
Bedford,New York,"$1,039,625.00"
Troy,Montana,"$1,038,438.78"
Johcrk,Georgia,"$1,038,000.00"
La Russell,Missouri,"$1,037,250.00"
Peaster,Texas,"$1,037,200.00"
College Point,New York,"$1,036,995.05"
Walland,Tennessee,"$1,036,633.29"
Choteau,Montana,"$1,036,300.00"
Lipan,Texas,"$1,036,066.62"
Sherman,Connecticut,"$1,035,383.96"
Sarasota,Florida,"$1,035,303.93"
Lake Quivira,Kansas,"$1,035,000.00"
Smithville,Ohio,"$1,034,500.00"
Frenchville,Pennsylvania,"$1,034,500.00"
Bayport,New York,"$1,034,206.62"
Sea Cliff,New York,"$1,033,376.92"
Henley,Missouri,"$1,033,300.00"
Dunn Loring,Virginia,"$1,033,166.67"
Chatham,New Jersey,"$1,028,937.81"
Madeira Beach,Florida,"$1,028,377.01"
Pine Plains,New York,"$1,028,093.33"
Evansville,Arkansas,"$1,027,475.00"
Osage,Minnesota,"$1,026,600.00"
Southborough,Massachusetts,"$1,026,170.00"
Jamesport,New York,"$1,024,299.90"
Buxton,North Carolina,"$1,024,114.75"
Edgewater,New Jersey,"$1,024,060.29"
Destin,Florida,"$1,022,910.43"
Mill Spring,North Carolina,"$1,022,405.39"
Roslyn Heights,New York,"$1,022,189.93"
Clifton,Virginia,"$1,022,150.31"
Bedford,New Hampshire,"$1,021,882.46"
Wesley Chapel,North Carolina,"$1,020,857.00"
Sapphire,North Carolina,"$1,020,589.06"
Oak Grove,Wisconsin,"$1,019,950.00"
Millstone,New Jersey,"$1,019,795.28"
North New Hyde Park,New York,"$1,019,444.00"
Russell,Ohio,"$1,019,000.00"
Elk Park,North Carolina,"$1,018,833.33"
Warwick,Pennsylvania,"$1,016,600.00"
Marvin,North Carolina,"$1,015,350.00"
Big Pine Key,Florida,"$1,014,995.24"
Pilot Point,Texas,"$1,014,619.81"
South Barrington,Illinois,"$1,014,069.26"
Lincroft,New Jersey,"$1,013,217.96"
White Stone,Virginia,"$1,013,010.00"
Kinnelon,New Jersey,"$1,012,737.50"
Annetta,Texas,"$1,012,000.00"
Fresh Meadows,New York,"$1,011,991.65"
Jacksonville Beach,Florida,"$1,011,972.38"
Menlo,Georgia,"$1,011,780.00"
Excelsior,Minnesota,"$1,010,487.25"
Argyle,Texas,"$1,010,303.39"
Mystic,Connecticut,"$1,010,000.00"
Millerton,New York,"$1,009,853.33"
Bloomfield Township,Michigan,"$1,009,681.64"
Belmar,New Jersey,"$1,009,336.93"
Williams Township,Pennsylvania,"$1,008,733.33"
Woodbine,Maryland,"$1,008,405.82"
Mattapoisett,Massachusetts,"$1,008,266.60"
Creighton,Missouri,"$1,008,125.00"
North Bethesda,Maryland,"$1,007,777.04"
Emmet,Arkansas,"$1,007,250.00"
Marblehead,Massachusetts,"$1,007,164.65"
Carmen,Idaho,"$1,006,166.67"
Dayton,Maryland,"$1,005,815.00"
East Grand Rapids,Michigan,"$1,005,678.26"
Miramar Beach,Florida,"$1,005,566.10"
Redding,Connecticut,"$1,005,533.33"
Windham,New York,"$1,005,181.30"
Sister Bay,Wisconsin,"$1,004,884.00"
Bonita Springs,Florida,"$1,004,190.13"
Hancock,New Hampshire,"$1,004,166.33"
Nichols Hills,Oklahoma,"$1,003,711.29"
Ponce Inlet,Florida,"$1,003,534.31"
Rhinebeck,New York,"$1,002,938.21"
Stockton,New Jersey,"$1,002,055.56"
Marydel,Delaware,"$1,001,820.83"
Deer Lodge,Montana,"$1,001,666.67"
Northport,Michigan,"$1,001,237.50"
Water Island,New York,"$1,000,500.00"
Center Moriches,New York,"$1,000,034.03"
Voorhees Township,New Jersey,"$1,000,000.00"
Aurora,Texas,"$1,000,000.00"
Salters,South Carolina,"$1,000,000.00"
Villano Beach,Florida,"$1,000,000.00"
Knoxville,Alabama,"$999,999.00"
Hume,Missouri,"$999,999.00"
Westhampton Bch,New York,"$999,500.00"
Faulkner,Maryland,"$999,500.00"
Redington Shores,Florida,"$999,311.06"
Great River,New York,"$999,300.00"
Village of Loch Lloyd,Missouri,"$999,000.00"
Edward,North Carolina,"$999,000.00"
Glenburn,Pennsylvania,"$999,000.00"
Sugar Grove,West Virginia,"$998,700.00"
Montalba,Texas,"$998,500.00"
Denton,Nebraska,"$998,000.00"
Erhard,Minnesota,"$997,450.00"
Middletown,Rhode Island,"$997,174.97"
Sperryville,Virginia,"$995,800.00"
South Miami,Florida,"$995,207.07"
Wyckoff,New Jersey,"$995,199.63"
Sharon,Connecticut,"$995,113.85"
Somerville,Massachusetts,"$995,055.42"
South Jamesport,New York,"$995,000.00"
Reynolds Township,Michigan,"$995,000.00"
Hennepin,Illinois,"$995,000.00"
Copper Hill,Virginia,"$995,000.00"
Normandy,Tennessee,"$994,650.00"
Boca Raton,Florida,"$994,341.73"
Arlington,Massachusetts,"$994,340.46"
Greensboro,Georgia,"$993,747.76"
Wayne,Pennsylvania,"$993,702.93"
Easton,Connecticut,"$992,391.00"
Rodanthe,North Carolina,"$992,129.58"
Biglerville,Pennsylvania,"$990,853.85"
Andover,New Hampshire,"$990,779.80"
Martell,Nebraska,"$990,000.00"
White,Pennsylvania,"$990,000.00"
Marchand,Pennsylvania,"$990,000.00"
Frye Island,Maine,"$990,000.00"
Cresskill,New Jersey,"$987,034.00"
Upper Freehold,New Jersey,"$986,666.67"
Millbrook,New York,"$986,651.80"
Orange Beach,Alabama,"$986,475.73"
Plainview,New York,"$986,470.49"
Daniel Island,South Carolina,"$986,250.00"
Cole Camp,Missouri,"$985,960.00"
Amawalk,New York,"$984,500.00"
Montvale,New Jersey,"$983,890.26"
Melville,New York,"$982,978.25"
Boylston,Massachusetts,"$982,828.57"
Weybridge,Vermont,"$982,250.00"
Plainfield,New Hampshire,"$982,000.00"
Dellwood,Minnesota,"$981,166.67"
Newtown,Pennsylvania,"$980,903.49"
Marshall,Virginia,"$980,889.39"
Old Bethpage,New York,"$980,281.69"
Oakhurst,New Jersey,"$980,214.50"
Arley,Alabama,"$980,062.86"
Leesburg,Texas,"$979,980.00"
Tewksbury Township,New Jersey,"$979,977.42"
Bremen,Alabama,"$979,875.00"
Bruno,Arkansas,"$979,000.00"
Webster,Minnesota,"$978,500.00"
West Long Branch,New Jersey,"$976,156.00"
West Cape May,New Jersey,"$975,666.50"
Beals,Maine,"$974,975.00"
Hoboken,New Jersey,"$974,888.77"
Hanover,Massachusetts,"$974,700.00"
Ivanhoe,Illinois,"$974,666.67"
Sugar Grove,North Carolina,"$974,625.00"
Bethany Beach,Delaware,"$974,296.27"
Bayfield,Wisconsin,"$974,133.33"
Oxbow,North Dakota,"$974,100.00"
Ridgewood Village,New Jersey,"$974,090.48"
Ridgefield,Connecticut,"$974,005.91"
Penhook,Virginia,"$973,806.67"
Burr Ridge,Illinois,"$973,450.92"
New Tripoli,Pennsylvania,"$972,500.00"
Rocky Ridge,Maryland,"$971,666.67"
Saint Michaels,Maryland,"$970,680.63"
East Sandwich,Massachusetts,"$970,149.88"
Foxfire Vlg,North Carolina,"$969,000.00"
Fruitvale,Texas,"$968,725.00"
Norfolk,Massachusetts,"$968,603.81"
Killington,Vermont,"$967,685.25"
Lake Metigoshe,North Dakota,"$967,500.00"
Ancram,New York,"$966,909.09"
Stratham,New Hampshire,"$965,829.83"
Livingston,New Jersey,"$965,149.71"
Belleair,Florida,"$965,142.90"
Bellville,Texas,"$965,000.00"
Mount Lookout,West Virginia,"$964,999.50"
Burlington,Massachusetts,"$963,777.72"
Holden Beach,North Carolina,"$963,501.61"
East Norwich,New York,"$963,372.50"
Ashland,Kansas,"$963,333.33"
Creve Coeur,Missouri,"$962,042.31"
Eastchester,New York,"$962,035.64"
Sandy Spring,Maryland,"$961,483.33"
Oyster Bay,New York,"$961,265.22"
Mountain Lakes,New Jersey,"$961,179.45"
Summit,Wisconsin,"$961,100.00"
Riverwoods,Illinois,"$960,824.25"
Aldie,Virginia,"$960,579.18"
Roslindale,Massachusetts,"$959,900.00"
Hadley,Michigan,"$959,666.67"
Keystone,South Dakota,"$959,333.33"
Stevensville,Montana,"$958,802.50"
Polson,Montana,"$958,369.65"
Woodcliff Lake,New Jersey,"$958,250.20"
Florence,Montana,"$958,225.04"
Grantsville,Maryland,"$958,027.71"
Long Beach,New York,"$958,021.83"
East Gull Lake,Minnesota,"$957,725.86"
Rubicon,Wisconsin,"$956,600.00"
Boxborough,Massachusetts,"$956,383.56"
Watchung,New Jersey,"$955,827.27"
Bedminster Twp,New Jersey,"$954,661.46"
Linville,Virginia,"$954,583.33"
Temple,New Hampshire,"$954,466.67"
Goshen,Connecticut,"$953,428.65"
Mount Sidney,Virginia,"$953,150.00"
Malakoff,Texas,"$952,056.00"
Richfield,Ohio,"$951,225.00"
Canton,Massachusetts,"$950,625.77"
Hague,New York,"$950,400.00"
Rhinecliff,New York,"$950,000.00"
Brigantine City,New Jersey,"$950,000.00"
Rockville,South Carolina,"$950,000.00"
Morris Plains Boroug,New Jersey,"$950,000.00"
Morehouse,New York,"$950,000.00"
Nockamixon Township,Pennsylvania,"$950,000.00"
Redington Beach,Florida,"$949,915.74"
Chebeague Island,Maine,"$949,900.00"
Greenfield,Illinois,"$949,900.00"
Chestnut Ridge,New York,"$949,666.67"
Dorchester,Iowa,"$949,500.00"
Blowing Rock,North Carolina,"$949,296.81"
Shady,New York,"$949,000.00"
Phillipston,Massachusetts,"$949,000.00"
Detour,Michigan,"$949,000.00"
Cook,Minnesota,"$947,920.00"
Boyce,Virginia,"$947,650.00"
